OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
1024842,c69cbee6,12/01/2015 12:03:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,ROBBERY,FELONY,D,63,BROOKLYN,N.Y. POLICE DEPT,1007121,166201,"(40.622838519, -73.917613605)"
1024843,1a9ca808,12/01/2015 12:20:00 PM,Tuesday,Dec,1,2015,12,12,2,2015,GRAND LARCENY,FELONY,C,110,QUEENS,N.Y. POLICE DEPT,1017051,207154,"(40.7352139330001, -73.8816436389999)"
1024844,41b66145,12/01/2015 12:20:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,ROBBERY,FELONY,F,23,MANHATTAN,N.Y. POLICE DEPT,998580,229442,"(40.7964379380001, -73.948246115)"
1024845,b5886a88,12/01/2015 12:30:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,GRAND LARCENY,FELONY,H,63,BROOKLYN,N.Y. POLICE DEPT,1006804,170057,"(40.633423238, -73.918742642)"
1024846,71377503,12/01/2015 12:30:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,986465,212195,"(40.7491107650001, -73.992007267)"
1024847,5d7f9228,12/01/2015 12:30:00 PM,Tuesday,Dec,1,2015,12,12,2,2015,GRAND LARCENY,FELONY,E,10,MANHATTAN,N.Y. POLICE DEPT,983980,213270,"(40.7520616420001, -74.000975953)"
1024848,287aa2cd,12/01/2015 12:30:00 PM,Tuesday,Dec,1,2015,12,12,5,2015,GRAND LARCENY,FELONY,F,111,QUEENS,N.Y. POLICE DEPT,1050936,213597,"(40.7527077230001, -73.759310948)"
1024849,19c232c5,12/01/2015 12:30:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,GRAND LARCENY,FELONY,F,109,QUEENS,N.Y. POLICE DEPT,1032463,215969,"(40.759338266, -73.82596853)"
1024850,b0eddf0a,12/01/2015 12:32:00 PM,Tuesday,Dec,1,2015,12,12,5,2015,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,991531,217373,"(40.7633203390001, -73.973717904)"
1024851,a7361653,12/01/2015 12:45:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,ROBBERY,FELONY,M,73,BROOKLYN,N.Y. POLICE DEPT,1009224,179455,"(40.6592122170001, -73.909988948)"
1024852,a89feead,12/01/2015 01:00:00 PM,Tuesday,Dec,1,2015,13,12,22,2015,GRAND LARCENY,FELONY,B,101,QUEENS,N.Y. POLICE DEPT,1053878,160482,"(40.606897023, -73.7492411979999)"
1024853,6b7c4a70,12/01/2015 01:00:00 PM,Tuesday,Dec,1,2015,13,12,16,2015,GRAND LARCENY,FELONY,F,66,BROOKLYN,N.Y. POLICE DEPT,987552,171411,"(40.6371677760001, -73.9881041479999)"
1024854,3bfbbd7,12/01/2015 01:00:00 PM,Tuesday,Dec,1,2015,13,12,2,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1032300,219129,"(40.7680125250001, -73.8265343159999)"
1024855,c817e0d2,12/01/2015 01:15:00 PM,Tuesday,Dec,1,2015,13,12,3,2015,GRAND LARCENY,FELONY,A,76,BROOKLYN,N.Y. HOUSING POLICE,982151,185171,"(40.674936335, -74.007568544)"
1024856,fe7780a3,12/01/2015 01:15:00 PM,Tuesday,Dec,1,2015,13,12,1,2015,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,988528,211953,"(40.7484457790001, -73.984561824)"
1025057,b9833b00,12/01/2015 01:20:00 PM,Tuesday,Dec,1,2015,13,12,1,2015,GRAND LARCENY,FELONY,H,111,QUEENS,N.Y. POLICE DEPT,1046548,215808,"(40.75880834, -73.775128047)"
1025058,28de84,12/01/2015 01:35:00 PM,Tuesday,Dec,1,2015,13,12,1,2015,FELONY ASSAULT,FELONY,J,52,BRONX,N.Y. POLICE DEPT,1016302,256287,"(40.870073168, -73.8841117549999)"
1025059,df8e8311,12/01/2015 01:55:00 PM,Tuesday,Dec,1,2015,13,12,1,2015,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1031348,215944,"(40.759275658, -73.8299934739999)"
1025060,3e383d69,12/01/2015 02:00:00 PM,Tuesday,Dec,1,2015,14,12,25,2015,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,997132,153915,"(40.5891361110001, -73.953620241)"
1025061,410d4fe5,12/01/2015 02:00:00 PM,Tuesday,Dec,1,2015,14,12,2,2015,GRAND LARCENY,FELONY,M,73,BROOKLYN,N.Y. POLICE DEPT,1008202,179835,"(40.660258056, -73.9136711369999)"
1025062,669b18af,12/01/2015 02:00:00 PM,Tuesday,Dec,1,2015,14,12,2,2015,GRAND LARCENY,FELONY,H,106,QUEENS,N.Y. POLICE DEPT,1037014,185294,"(40.6751169510001, -73.809781421)"
1025063,af054503,12/01/2015 02:00:00 PM,Tuesday,Dec,1,2015,14,12,2,2015,GRAND LARCENY,FELONY,G,5,MANHATTAN,N.Y. POLICE DEPT,984607,199399,"(40.7139891460001, -73.9987136729999)"
1025064,bb4814e2,12/01/2015 02:00:00 PM,Tuesday,Dec,1,2015,14,12,2,2015,BURGLARY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1015037,255620,"(40.8682469610001, -73.8886886459999)"
1025065,2643dbd5,12/01/2015 02:05:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,GRAND LARCENY,FELONY,C,106,QUEENS,N.Y. POLICE DEPT,1026458,181705,"(40.6653225850001, -73.847859348)"
1025066,6ca6d781,12/01/2015 02:05:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,FELONY ASSAULT,FELONY,A,44,BRONX,N.Y. TRANSIT POLICE,1004749,240880,"(40.8278199010001, -73.925930756)"
1025067,85ab6a8b,12/01/2015 02:16:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,ROBBERY,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1063622,207618,"(40.736192175, -73.713594089)"
1025068,1e99c5c6,12/01/2015 02:20:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,GRAND LARCENY,FELONY,C,5,MANHATTAN,N.Y. POLICE DEPT,986814,201138,"(40.7187619220001, -73.990751899)"
17626,ae713901,12/01/2015 02:30:00 PM,Friday,Dec,1,2015,14,12,1,2015,GRAND LARCENY,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,994636,200707,"(40.7175732060001, -73.9625349519999)"
1025069,8c181b68,12/01/2015 02:30:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,BURGLARY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,982769,164120,"(40.6171560000001, -74.0053359679999)"
1025070,ba2c407b,12/01/2015 02:30:00 PM,Tuesday,Dec,1,2015,14,12,7,2015,GRAND LARCENY,FELONY,K,106,QUEENS,N.Y. STATE POLICE,1031898,186190,"(40.677605279, -73.82821878)"
1025071,5572a536,12/01/2015 02:30:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,GRAND LARCENY,FELONY,H,79,BROOKLYN,N.Y. POLICE DEPT,997974,188881,"(40.685109056, -73.950517538)"
1025072,c3746410,12/01/2015 02:30:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,GRAND LARCENY,FELONY,G,84,BROOKLYN,N.Y. POLICE DEPT,988581,190548,"(40.6896941680001, -73.984384313)"
1025073,36665054,12/01/2015 02:30:00 PM,Tuesday,Dec,1,2015,14,12,1,2015,GRAND LARCENY,FELONY,A,23,MANHATTAN,N.Y. POLICE DEPT,999998,226211,"(40.787567301, -73.9431323319999)"
1025074,6a0dee3f,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,12,2015,FELONY ASSAULT,FELONY,H,75,BROOKLYN,N.Y. POLICE DEPT,1017957,184307,"(40.672500932, -73.878488824)"
1025075,35b4cd18,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,2,2015,ROBBERY,FELONY,A,88,BROOKLYN,N.Y. POLICE DEPT,993717,188211,"(40.683275635, -73.965867719)"
1025076,72c124d1,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,7,2015,GRAND LARCENY,FELONY,F,103,QUEENS,N.Y. POLICE DEPT,1036806,192308,"(40.694369975, -73.8104765739999)"
1025279,2a7b525e,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,3,2015,BURGLARY,FELONY,D,84,BROOKLYN,N.Y. POLICE DEPT,989176,193397,"(40.6975137050001, -73.982236722)"
1025280,22bf51c5,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,GRAND LARCENY,FELONY,E,112,QUEENS,N.Y. POLICE DEPT,1025884,206464,"(40.733282887, -73.849775323)"
1025281,c9ea04bd,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,FELONY ASSAULT,FELONY,E,28,MANHATTAN,N.Y. POLICE DEPT,998954,233791,"(40.8083741360001, -73.9468858229999)"
1025282,601ec679,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,4,2015,GRAND LARCENY,FELONY,A,45,BRONX,N.Y. POLICE DEPT,1028759,239777,"(40.82470413, -73.839180937)"
1025283,c064ecb2,12/01/2015 03:00:00 PM,Tuesday,Dec,1,2015,15,12,7,2015,BURGLARY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1015037,255620,"(40.8682469610001, -73.8886886459999)"
1025284,319a6b9c,12/01/2015 03:05:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,BURGLARY,FELONY,F,69,BROOKLYN,N.Y. POLICE DEPT,1014842,170727,"(40.635238132, -73.889779881)"
1025285,e077f17b,12/01/2015 03:10:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,ROBBERY,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1032792,190801,"(40.690256543, -73.824962482)"
1025286,d2570dd1,12/01/2015 03:20:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,ROBBERY,FELONY,B,71,BROOKLYN,N.Y. POLICE DEPT,997935,182677,"(40.668080536, -73.950670755)"
1025287,d6794ab6,12/01/2015 03:25:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,GRAND LARCENY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,985309,203065,"(40.724051381, -73.996180836)"
1025288,c317a913,12/01/2015 03:30:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,GRAND LARCENY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,985342,213878,"(40.753730386, -73.996060026)"
1025289,93979905,12/01/2015 03:30:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,ROBBERY,FELONY,C,47,BRONX,N.Y. POLICE DEPT,1029660,258458,"(40.875973276, -73.8357989149999)"
1025290,604c3a55,12/01/2015 03:40:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,GRAND LARCENY,FELONY,D,6,MANHATTAN,N.Y. POLICE DEPT,985572,207670,"(40.7366909460001, -73.995231092)"
1025291,7c6f6e59,12/01/2015 03:40:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,ROBBERY,FELONY,E,50,BRONX,N.Y. POLICE DEPT,1009686,260120,"(40.880615112, -73.908018507)"
1025292,193035e0,12/01/2015 03:45:00 PM,Tuesday,Dec,1,2015,15,12,2,2015,BURGLARY,FELONY,B,6,MANHATTAN,N.Y. POLICE DEPT,985872,204946,"(40.7292141830001, -73.994149217)"
1025293,a4d02587,12/01/2015 03:50:00 PM,Tuesday,Dec,1,2015,15,12,1,2015,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,985482,204095,"(40.726878458, -73.995556505)"
1025294,cdda410f,12/01/2015 03:55:00 PM,Tuesday,Dec,1,2015,15,12,2,2015,GRAND LARCENY,FELONY,D,77,BROOKLYN,N.Y. POLICE DEPT,998172,186026,"(40.6772724210001, -73.9498095179999)"
1025295,7ecaa5eb,12/01/2015 03:55:00 PM,Tuesday,Dec,1,2015,15,12,13,2015,GRAND LARCENY,FELONY,D,25,MANHATTAN,N.Y. POLICE DEPT,1001756,233153,"(40.806617895, -73.936765755)"
1025296,53075deb,12/01/2015 04:00:00 PM,Tuesday,Dec,1,2015,16,12,3,2015,GRAND LARCENY,FELONY,F,84,BROOKLYN,N.Y. POLICE DEPT,988175,190975,"(40.690866375, -73.9858480569999)"
1025297,476e7737,12/01/2015 04:00:00 PM,Tuesday,Dec,1,2015,16,12,1,2015,ROBBERY,FELONY,D,48,BRONX,N.Y. POLICE DEPT,1014656,248327,"(40.848231195, -73.890099262)"
1025298,54be5a4d,12/01/2015 04:00:00 PM,Tuesday,Dec,1,2015,16,12,2,2015,GRAND LARCENY,FELONY,D,49,BRONX,N.Y. TRANSIT POLICE,1027434,251387,"(40.8565767280001, -73.843893678)"
1025299,577ee9e8,12/01/2015 04:20:00 PM,Tuesday,Dec,1,2015,16,12,1,2015,ROBBERY,FELONY,C,103,QUEENS,N.Y. POLICE DEPT,1045282,198454,"(40.711184861, -73.7798552579999)"
1025500,16f0f997,12/01/2015 04:24:00 PM,Tuesday,Dec,1,2015,16,12,1,2015,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,985280,203781,"(40.7260166300001, -73.996285351)"
1025501,e36bb49e,12/01/2015 04:30:00 PM,Tuesday,Dec,1,2015,16,12,1,2015,BURGLARY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,997737,151811,"(40.58336015, -73.9514461589999)"
1025502,22cbd711,12/01/2015 04:40:00 PM,Tuesday,Dec,1,2015,16,12,1,2015,ROBBERY,FELONY,E,88,BROOKLYN,N.Y. POLICE DEPT,992087,187984,"(40.682654165, -73.971745026)"
1025503,d4d038be,12/01/2015 04:50:00 PM,Tuesday,Dec,1,2015,16,12,1,2015,GRAND LARCENY,FELONY,C,19,MANHATTAN,N.Y. POLICE DEPT,996408,221968,"(40.775927058, -73.9561042019999)"
1025504,d07f21c0,12/01/2015 05:00:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,ROBBERY,FELONY,K,106,QUEENS,N.Y. POLICE DEPT,1033527,185847,"(40.6766549060001, -73.822348361)"
1025505,9244b3b8,12/01/2015 05:00:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,ROBBERY,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1052931,194905,"(40.7013876610001, -73.75230118)"
1025506,81fbbc5,12/01/2015 05:00:00 PM,Tuesday,Dec,1,2015,17,12,2,2015,BURGLARY,FELONY,A,111,QUEENS,N.Y. POLICE DEPT,1054839,209188,"(40.740575877, -73.7452701619999)"
1025507,1b29f41f,12/01/2015 05:00:00 PM,Tuesday,Dec,1,2015,17,12,2,2015,GRAND LARCENY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,986484,211297,"(40.746645976, -73.991938992)"
1025508,baa06711,12/01/2015 05:00:00 PM,Tuesday,Dec,1,2015,17,12,4,2015,GRAND LARCENY,FELONY,C,47,BRONX,N.Y. POLICE DEPT,1030062,260238,"(40.8808567390001, -73.8343331139999)"
1025509,e158140c,12/01/2015 05:30:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,GRAND LARCENY,FELONY,B,72,BROOKLYN,N.Y. POLICE DEPT,984801,179904,"(40.6604798220001, -73.998015466)"
1025510,7551877b,12/01/2015 05:30:00 PM,Tuesday,Dec,1,2015,17,12,2,2015,GRAND LARCENY,FELONY,E,115,QUEENS,N.Y. POLICE DEPT,1014742,216124,"(40.7598425740001, -73.8899346649999)"
1025511,b1899580,12/01/2015 05:37:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,FELONY ASSAULT,FELONY,C,121,STATEN ISLAND,N.Y. POLICE DEPT,946937,172782,"(40.6408528920001, -74.134449784)"
1025512,a74b3501,12/01/2015 05:45:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,ROBBERY,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1014175,181585,"(40.665043245, -73.892134878)"
1025513,49fc9e8b,12/01/2015 05:45:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,GRAND LARCENY,FELONY,D,46,BRONX,N.Y. POLICE DEPT,1012619,253307,"(40.8619065820001, -73.897440898)"
1025514,72468e81,12/01/2015 05:55:00 PM,Tuesday,Dec,1,2015,17,12,2,2015,GRAND LARCENY,FELONY,I,71,BROOKLYN,N.Y. POLICE DEPT,1003232,180916,"(40.6632372110001, -73.93158148)"
1025515,333ccdeb,12/01/2015 05:58:00 PM,Tuesday,Dec,1,2015,17,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,P,46,BRONX,N.Y. POLICE DEPT,1007938,250692,"(40.854742994, -73.914373035)"
1025516,fce87d1d,12/01/2015 06:00:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,GRAND LARCENY,FELONY,F,68,BROOKLYN,N.Y. POLICE DEPT,979227,170035,"(40.633390137, -74.018098573)"
1025517,b7fa055b,12/01/2015 06:00:00 PM,Tuesday,Dec,1,2015,18,12,3,2015,GRAND LARCENY,FELONY,J,107,QUEENS,N.Y. POLICE DEPT,1034413,202973,"(40.7236567040001, -73.819026612)"
1025518,d1c07bad,12/01/2015 06:00:00 PM,Tuesday,Dec,1,2015,18,12,2,2015,BURGLARY,FELONY,B,110,QUEENS,N.Y. POLICE DEPT,1015664,207562,"(40.7363388260001, -73.886646523)"
1025519,b78a9b50,12/01/2015 06:00:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,ROBBERY,FELONY,B,23,MANHATTAN,N.Y. HOUSING POLICE,998481,225704,"(40.7861782940001, -73.9486115889999)"
1025702,4dd70162,12/01/2015 06:00:00 PM,Tuesday,Dec,1,2015,18,12,2,2015,FELONY ASSAULT,FELONY,A,25,MANHATTAN,N.Y. HOUSING POLICE,1003396,230824,"(40.8002220290001, -73.9308483419999)"
1025703,31b53e38,12/01/2015 06:00:00 PM,Tuesday,Dec,1,2015,18,12,2,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,50,BRONX,N.Y. POLICE DEPT,1011526,257979,"(40.874733237, -73.901373328)"
1025704,1d6c0f2b,12/01/2015 06:08:00 PM,Tuesday,Dec,1,2015,18,12,16,2015,GRAND LARCENY,FELONY,D,44,BRONX,N.Y. POLICE DEPT,1004119,243505,"(40.8350262110001, -73.928199411)"
1025705,ba3e710,12/01/2015 06:10:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,BURGLARY,FELONY,E,111,QUEENS,N.Y. POLICE DEPT,1046214,210732,"(40.7448783940001, -73.776380435)"
1025706,2cb5d60e,12/01/2015 06:15:00 PM,Tuesday,Dec,1,2015,18,12,2,2015,RAPE,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1026387,262634,"(40.887451313, -73.847607787)"
1025707,d9eaa437,12/01/2015 06:30:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,BURGLARY,FELONY,D,67,BROOKLYN,N.Y. POLICE DEPT,1003646,175785,"(40.6491528440001, -73.930103989)"
1025708,cdd9dbe7,12/01/2015 06:30:00 PM,Tuesday,Dec,1,2015,18,12,5,2015,FELONY ASSAULT,FELONY,B,79,BROOKLYN,N.Y. POLICE DEPT,1000950,188650,"(40.6844699000001, -73.9397877059999)"
1025709,4877958e,12/01/2015 06:30:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,GRAND LARCENY,FELONY,C,79,BROOKLYN,N.Y. POLICE DEPT,999961,189866,"(40.687809352, -73.943350821)"
1025710,3b5e1c7d,12/01/2015 06:30:00 PM,Tuesday,Dec,1,2015,18,12,4,2015,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987060,208453,"(40.7388397400001, -73.989861409)"
1025711,a0ddaf01,12/01/2015 06:40:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,GRAND LARCENY,FELONY,A,13,MANHATTAN,N.Y. POLICE DEPT,990428,206189,"(40.7326239070001, -73.977709874)"
1025712,34f29819,12/01/2015 06:45:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,GRAND LARCENY,FELONY,H,81,BROOKLYN,N.Y. POLICE DEPT,1002358,187498,"(40.681305154, -73.9347141009999)"
1025713,b17832d8,12/01/2015 06:50:00 PM,Tuesday,Dec,1,2015,18,12,1,2015,FELONY ASSAULT,FELONY,E,62,BROOKLYN,N.Y. POLICE DEPT,986053,158690,"(40.602251703, -73.993508526)"
1025714,bbb1bbf7,12/01/2015 07:00:00 PM,Tuesday,Dec,1,2015,19,12,3,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,66,BROOKLYN,N.Y. POLICE DEPT,989052,167564,"(40.626607886, -73.9827023)"
1025715,ff825aff,12/01/2015 07:00:00 PM,Tuesday,Dec,1,2015,19,12,1,2015,ROBBERY,FELONY,G,70,BROOKLYN,N.Y. POLICE DEPT,997702,170111,"(40.6335899540001, -73.951535716)"
1025716,3f1749ae,12/01/2015 07:00:00 PM,Tuesday,Dec,1,2015,19,12,3,2015,FELONY ASSAULT,FELONY,F,111,QUEENS,N.Y. POLICE DEPT,1049299,215314,"(40.7574326290001, -73.7652027509999)"
1025717,27096ab1,12/01/2015 07:00:00 PM,Tuesday,Dec,1,2015,19,12,23,2015,ROBBERY,FELONY,I,28,MANHATTAN,N.Y. POLICE DEPT,997649,233293,"(40.807009339, -73.9516009)"
1025718,344a1822,12/01/2015 07:20:00 PM,Tuesday,Dec,1,2015,19,12,2,2015,BURGLARY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,996967,161842,"(40.610894359, -73.954199396)"
1025719,9a2b1cb1,12/01/2015 07:20:00 PM,Tuesday,Dec,1,2015,19,12,1,2015,BURGLARY,FELONY,I,75,BROOKLYN,N.Y. POLICE DEPT,1021491,183346,"(40.669849045, -73.8657542)"
1025720,7163b470,12/01/2015 07:20:00 PM,Tuesday,Dec,1,2015,19,12,1,2015,BURGLARY,FELONY,B,111,QUEENS,N.Y. POLICE DEPT,1053768,206687,"(40.733719761, -73.749160852)"
1025721,941b9cbf,12/01/2015 07:30:00 PM,Tuesday,Dec,1,2015,19,12,2,2015,GRAND LARCENY,FELONY,D,102,QUEENS,N.Y. POLICE DEPT,1026452,190758,"(40.690171019, -73.847824287)"
1025903,cac1c151,12/01/2015 07:30:00 PM,Tuesday,Dec,1,2015,19,12,3,2015,GRAND LARCENY,FELONY,B,9,MANHATTAN,N.Y. POLICE DEPT,990148,203914,"(40.7263797780001, -73.978722169)"
1025904,698053ef,12/01/2015 07:30:00 PM,Tuesday,Dec,1,2015,19,12,1,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. TRANSIT POLICE,991725,217725,"(40.764286326, -73.973017194)"
1025905,d29ee160,12/01/2015 07:30:00 PM,Tuesday,Dec,1,2015,19,12,1,2015,ROBBERY,FELONY,N,109,QUEENS,N.Y. POLICE DEPT,1034779,222434,"(40.7770700460001, -73.81755996)"
1025906,57540903,12/01/2015 07:35:00 PM,Tuesday,Dec,1,2015,19,12,1,2015,FELONY ASSAULT,FELONY,E,110,QUEENS,N.Y. POLICE DEPT,1021014,208185,"(40.7380281860001, -73.867338097)"
1025907,5193eac4,12/01/2015 07:45:00 PM,Tuesday,Dec,1,2015,19,12,2,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,106,QUEENS,N.Y. POLICE DEPT,1027792,183794,"(40.671049956, -73.843037357)"
1025908,e7d8c613,12/01/2015 08:00:00 PM,Tuesday,Dec,1,2015,20,12,8,2015,GRAND LARCENY,FELONY,F,44,BRONX,N.Y. POLICE DEPT,1005588,242038,"(40.8309962920001, -73.922895448)"
1025909,9c00f52f,12/01/2015 08:05:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990503,215519,"(40.7582323710001, -73.977430585)"
1025910,d7c4f1e9,12/01/2015 08:10:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,ROBBERY,FELONY,A,9,MANHATTAN,N.Y. POLICE DEPT,991234,203898,"(40.7263350710001, -73.9748040269999)"
1025911,a46bd77e,12/01/2015 08:15:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,FELONY ASSAULT,FELONY,A,102,QUEENS,N.Y. POLICE DEPT,1035310,194572,"(40.7005928730001, -73.815854197)"
1025912,a7ef5792,12/01/2015 08:25:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,ROBBERY,FELONY,B,107,QUEENS,N.Y. POLICE DEPT,1036330,196928,"(40.7070535820001, -73.81215737)"
1025913,2dc1e6f1,12/01/2015 08:25:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,FELONY ASSAULT,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1006809,236240,"(40.8150793940001, -73.918502792)"
1025914,72468bf8,12/01/2015 08:25:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,ROBBERY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,990784,149362,"(40.576645978, -73.9764803959999)"
1025915,217a6086,12/01/2015 08:28:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,ROBBERY,FELONY,B,67,BROOKLYN,N.Y. POLICE DEPT,1000243,171648,"(40.6378044680001, -73.942377197)"
1025916,25bfc043,12/01/2015 08:30:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,ROBBERY,FELONY,A,107,QUEENS,N.Y. POLICE DEPT,1035978,197898,"(40.709718061, -73.8134195219999)"
1025917,9671fa98,12/01/2015 08:30:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,GRAND LARCENY,FELONY,P,46,BRONX,N.Y. POLICE DEPT,1009147,251313,"(40.856444127, -73.910000385)"
1025918,b4935971,12/01/2015 08:40:00 PM,Tuesday,Dec,1,2015,20,12,2,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,111,QUEENS,N.Y. POLICE DEPT,1045750,216881,"(40.761759028, -73.7779987119999)"
1025919,66bf6e36,12/01/2015 08:45:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,GRAND LARCENY,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,962396,164890,"(40.6192426590001, -74.0787215129999)"
1025920,90648b39,12/01/2015 08:50:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,FELONY ASSAULT,FELONY,B,9,MANHATTAN,N.Y. HOUSING POLICE,990398,204361,"(40.7276065140001, -73.97781979)"
1025921,f098ff7b,12/01/2015 08:50:00 PM,Tuesday,Dec,1,2015,20,12,1,2015,ROBBERY,FELONY,A,33,MANHATTAN,N.Y. POLICE DEPT,1000544,243173,"(40.834122286, -73.941119449)"
1025922,de0b9d2e,12/01/2015 09:00:00 PM,Tuesday,Dec,1,2015,21,12,1,2015,ROBBERY,FELONY,E,61,BROOKLYN,N.Y. POLICE DEPT,999338,157882,"(40.6000212480001, -73.945668758)"
1026104,f6d84808,12/01/2015 09:00:00 PM,Tuesday,Dec,1,2015,21,12,1,2015,FELONY ASSAULT,FELONY,A,62,BROOKLYN,N.Y. POLICE DEPT,990257,162043,"(40.611453152, -73.9783662139999)"
1026105,a4d32e84,12/01/2015 09:00:00 PM,Tuesday,Dec,1,2015,21,12,2,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,78,BROOKLYN,N.Y. POLICE DEPT,991524,185056,"(40.6746179470001, -73.973778091)"
1026106,7112d61c,12/01/2015 09:00:00 PM,Tuesday,Dec,1,2015,21,12,1,2015,ROBBERY,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1021480,186174,"(40.6776113080001, -73.865778233)"
